Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
lavandula angustifolia little lottie lavender,"5
– 9",30,"herbs, shrubs",72,full sun,1,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,49,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,2,0
lavandula angustifolia melissa lilac lavender,"5
– 8",178,"herbs, shrubs",72,full sun,0,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,2,5
lavandula angustifolia miss katherine lavender,"5
– 8",30,"herbs,  shrubs",72,full sun,1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,49,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,5
lavandula angustifolia munstead lavender,"5
– 9",30,"herbs, shrubs",72,full sun,1,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,2,0
lavandula angustifolia nana alba lavender,"5
– 9",30,"herbs, shrubs",72,full sun,0,"10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,49,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,5,6,6,6,1,2,30,60.0,2,0
lavandula angustifolia rosea lavender,"5
– 9",30,"herbs, shrubs",72,full sun,1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,0
lavandula angustifolia royal purple lavender,"5
– 8",30,"herbs, shrubs",72,full sun,7,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,3,4,90,120.0,2,5
lavandula angustifolia royal velvet lavender,"5
– 8",30,"herbs, shrubs",72,full sun,1,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,5
lavandula angustifolia thumbelina leigh lavender,"5
– 9",30,"herbs, shrubs",72,full sun,7,"10""
– 1'
(25cm
– 30cm)","10""
– 1'
(25cm
– 30cm)",low,0,,well-drained,27,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,5,6,6,6,10,1,25,30.0,2,0
lavandula pedunculata subsp. pedunculata lavender,"9
– 11",179,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,49,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,5,4
lavandula pinnata fern leaf lavender,"9
– 10",133,"herbs, shrubs",72,full sun,1,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil",beds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,2,3,60,90.0,5,3
lavandula stoechas anouk white spanish lavender,"6
– 10",24,"herbs, shrubs",72,full sun,1,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,0,3
lavandula stoechas anouk spanish lavender,"6
– 10",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,0,3
lavandula stoechas ballerina spanish lavender,"8
– 9",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,50,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,3,0
lavandula stoechas fathead spanish lavender,"8
– 9",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
 (30cm
– 60cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,3,0
lavandula stoechas kew red spanish lavender,"7
– 9",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,8,0
lavandula stoechas pretty polly spanish lavender,"8
– 10",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,50,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,3,3
lavandula stoechas regal splendour spanish lavender,"8
– 9",24,"herbs, shrubs",72,full sun,5,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,3,0
lavandula stoechas with love spanish lavender,"6
– 10",24,"herbs, shrubs",72,full sun,5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",low,0,,well-drained,41,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,3,3,3,3,1,2,30,60.0,0,3
lavandula x allardii meerlo lavender,"9
– 10",180,shrubs,72,"full sun, partial sun",2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought",beds and borderspatio and containers,gravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,5,3
lavandula x intermedia grosso lavender,"5
– 8",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",beds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,5
lavandula x intermedia hidcote giant lavender,"5
– 8",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,49,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,3,4,90,120.0,2,5
lavandula x intermedia impress purple lavender,"6
– 8",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,3,4,90,120.0,0,5
lavandula x intermedia phenomenal lavender,"5
– 9",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",beds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,0
lavandula x intermedia provence lavender,"5
– 8",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,5
lavandula x intermedia seal lavender,"5
– 8",24,"herbs, shrubs",72,full sun,0,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
 – 90cm)",low,0,,well-drained,40,"deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,2,5
lavatera maritima tree mallow,"6
– 8",60,shrubs,73,full sun,3,"6'
– 8'
(180cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",low,0,,well-drained,51,drought,banks and slopesbeds and borderspatio and containerswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,10,13,11,13,4,6,120,180.0,0,5
lavatera x clementii rosea tree mallow,"7
– 9",181,shrubs,73,full sun,3,"4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",low,0,,well-drained,51,"deer, drought, rabbit",beds and borderspatio and containerswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,13,2,13,4,8,120,240.0,8,0
leucadendron safari sunset conebush,"9
– 11",182,shrubs,74,full sun,8,"8'
– 10'
(240cm
– 3m)","6'
– 8'
(180cm
– 240cm)",low,13,,well-drained,25,"deer, drought",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,12,12,13,12,6,8,180,240.0,5,4
leucadendron safari sunshine conebush,"9
– 11",182,shrubs,74,full sun,8,"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",low,2,,well-drained,30,"deer, drought",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,2,0,2,0,4,5,120,150.0,5,4
leucadendron galpinii galpins conebush,"9
– 11",182,shrubs,74,full sun,2,"6'
– 8'
(180cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",low,2,,well-drained,30,"drought, salt",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,10,13,11,13,4,6,120,180.0,5,4
leucadendron salignum summer red conebush,"9
 – 11",182,shrubs,74,full sun,2,"3'
– 4'
(90cm
– 120cm)","4'
– 6'
(120cm
– 180cm)",low,2,,well-drained,30,"deer, drought",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,0,15,0,15,4,6,120,180.0,5,4
leucadendron salignum winter red conebush,"9
– 11",182,shrubs,74,full sun,8,"3'
– 4'
(90cm
– 120cm)","4'
– 6'
(120cm
– 180cm)",low,2,,well-drained,30,"deer, drought",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,0,15,0,15,4,6,120,180.0,5,4
leucospermum california sunshine pincushion,"9
– 11",183,shrubs,75,full sun,2,"4'
– 5'
(120cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,2,0,2,0,3,5,90,150.0,5,4
leucospermum rigoletto pincushion,"9
– 11",183,shrubs,75,full sun,2,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",low,2,,well-drained,30,"drought,  salt",beds and borderspatio and containers,coastal gardenmediterranean garden,11,2,12,2,5,6,150,180.0,5,4
leucospermum scarlet ribbon pincushion,"9
– 11",183,shrubs,75,full sun,1,"4'
– 12'
(120cm
– 3.6m)","4'
– 8'
(120cm
– 240cm)",low,2,,well-drained,30,"deer, drought, salt",banks and slopesbeds and borderspatio and containers,coastal gardenmediterranean garden,2,5,2,5,4,8,120,240.0,5,4
leucospermum veldfire pincushion,"9
– 11",183,shrubs,75,full sun,2,"4'
– 6'
(120cm
– 180cm)","6'
– 8'
(180cm
– 240cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,2,2,2,2,6,8,180,240.0,5,4
leucospermum cordifolium flame giant nodding pincushion,"9
– 11",183,shrubs,75,full sun,2,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,2,2,2,2,4,6,120,180.0,5,4
leucospermum cordifolium yellow bird nodding pincushion,"9
– 11",183,shrubs,75,full sun,2,"4'
– 5'
(120cm
– 150cm)","6'
– 8'
(180cm
– 240cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,2,0,2,0,6,8,180,240.0,5,4
leucospermum cordifolium nodding pincushion,"9
– 11",183,shrubs,75,full sun,2,"5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,11,13,12,13,5,8,150,240.0,5,4
leucospermum cuneiforme wartstemmed pincushion,"9
– 11",183,shrubs,75,full sun,2,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,2,2,2,2,4,6,120,180.0,5,4
leucospermum reflexum so exquisite skyrocket pincushion,"9
– 11",183,shrubs,75,full sun,1,"6'
– 8'
(180cm
– 240cm)","5'
– 6'
(150cm
– 180cm)",low,2,,well-drained,30,"drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,10,13,11,13,5,6,150,180.0,5,4
ligustrum japonicum rotundifolium japanese privet,"7
– 10",184,shrubs,76,"full sun, partial sun",2,"3'
– 5'
(90cm
– 150cm)","2'
– 3'
(60cm
– 90cm)","low, average",0,,"moist but well-drained, well-drained",14,drought,beds and bordershedges and screenspatio and containerssmall gardens,prairie and meadow,0,0,0,0,2,3,60,90.0,8,3
ligustrum japonicum japanese privet,"7
– 10",0,"shrubs, trees",76,"full sun, partial sun",2,"6'
– 12'
(180cm
– 3.6m)","6'
– 8'
(180cm
– 240cm)","low, average",0,,"moist but well-drained, well-drained",14,drought,beds and bordershedges and screens,prairie and meadow,10,5,11,5,6,8,180,240.0,8,3
ligustrum vulgare common privet,"5
– 8",185,shrubs,76,"full sun, partial sun",3,"10'
– 15'
(3m
– 4.5m)","8'
– 15'
(240cm
– 4.5m)","low, average",0,,"moist but well-drained, well-drained",52,drought,hedges and screens,prairie and meadow,5,8,5,8,8,15,240,450.0,2,5
ligustrum x vicaryi golden ticket vicary privet,"5
– 8",186,shrubs,76,"full sun, partial sun",5,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)","low, average",0,,"moist but well-drained, well-drained",13,deer,beds and bordershedges and screenspatio and containerssmall gardens,prairie and meadow,2,2,2,2,4,6,120,180.0,2,5
limonium californicum california sea lavender,"8
– 10",187,"perennials, shrubs",77,full sun,0,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","average, high",2,,moist but well-drained,53,salt,beds and bordersbog gardensponds and streams,coastal gardenmediterranean garden,3,3,3,3,1,2,30,60.0,3,3
limonium perezii sea lavender,"10
– 11",188,"perennials, shrubs",77,full sun,2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,2,,well-drained,30,"deer, drought, dry soil, salt",beds and borderspatio and containers,coastal gardengravel and rock gardenmediterranean garden,1,1,1,1,2,3,60,90.0,4,4
lithodora crystal blue gromwell,"6
– 9",189,shrubs,78,"full sun, partial sun",5,"4""
– 6""
(10cm
– 15cm)","2'
– 3'
(60cm
– 90cm)",average,2,,well-drained,1,"deer, drought",banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,2,16,16,2,3,60,90.0,0,0
lithodora diffusa gold n sapphires gromwell,"5
– 7",189,shrubs,78,"full sun, partial sun",5,"4""
(10cm)","1'
– 2'
(30cm
– 60cm)",average,2,,well-drained,1,"deer, drought",banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,-1,16,-1,1,2,30,60.0,2,1
lithodora diffusa grace ward gromwell,"6
– 8",189,shrubs,78,"full sun, partial sun",1,"6""
– 1'
(15cm
– 30cm)","2'
– 3'
(60cm
– 90cm)",average,2,,well-drained,3,deer,banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,10,6,15,6,2,3,60,90.0,0,5
