,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles
976,Juniperus × pfitzeriana 'Saybrook Gold' (Chinese Juniper),"4
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","2'
– 3'
(60cm
– 90cm)","5'
– 6'
(150cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers,Hedges and Screens","Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
977,Juniperus × pfitzeriana 'Sea Green' (Chinese Juniper),"4
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","6'
– 8'
(180cm
– 240cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Hedges and Screens","Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
978,Juniperus chinensis 'Stricta' (Chinese Juniper),"4
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","5'
– 6'
(150cm
– 180cm)","2'
– 4'
(60cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Hedges and Screens,Small Gardens","Informal and Cottage,Traditional Garden"
979,Juniperus communis 'Compressa' (Common Juniper),"2
– 6","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Patio and Containers","Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
980,Juniperus communis 'Gold Cone' (Common Juniper),"2
– 6","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","3'
– 5'
(90cm
– 150cm)","1'
– 2'
(30cm
– 60cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Patio and Containers","Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
981,Juniperus communis 'Green Carpet' (Common Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","4""
– 6""
(10cm
– 15cm)","2'
– 3'
(60cm
– 90cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers","Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
982,Juniperus communis 'Hibernica' (Irish Juniper),"2
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 15'
(150cm
– 4.5m)","2'
– 4'
(60cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
983,Juniperus communis 'Repanda' (Common Juniper),"2
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","1'
– 2'
(30cm
– 60cm)","6'
– 8'
(180cm
– 240cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers","Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
984,Juniperus communis 'Suecica Aurea' (Swedish Juniper),"2
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs",Juniperus - Junipers,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","3'
– 5'
(90cm
– 150cm)","1'
– 2'
(30cm
– 60cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
985,Juniperus communis (Common Juniper),"2
– 6","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A1, A2, A3","Conifers, Shrubs, Trees",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","5'
– 25'
(150cm
– 7.5m)","3'
– 12'
(90cm
– 3.6m)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen, Fruit & Berries","Deer, Drought, Dry Soil, Rocky Soil",,"Informal and Cottage,Prairie and Meadow"
986,Juniperus horizontalis 'Blue Chip' (Creeping Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","8""
– 1'
(20cm
– 30cm)","5'
– 6'
(150cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
987,Juniperus horizontalis 'Golden Carpet' (Creeping Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","3""
– 4""
(7cm
– 10cm)","3'
– 4'
(90cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
988,Juniperus horizontalis 'Limeglow' (Creeping Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
 – 1'
(15cm
– 30cm)","1'
– 3'
(30cm
– 90cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
989,Juniperus horizontalis 'Wiltonii' (Creeping Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","3""
 – 6""
(7cm
– 15cm)","6'
– 8'
(180cm
– 240cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
990,Juniperus horizontalis (Creeping Juniper),"3
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12,  13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
– 2'
(15cm
– 60cm)","5'
– 8'
(150cm
– 240cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
991,Juniperus procumbens 'Nana' (Garden Juniper),"4
– 9","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
– 1'
(15cm
 – 30cm)","5'
– 6'
(150cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders,Ground Covers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
992,Juniperus rigida subsp. conferta 'All Gold' (Shore Juniper),"6
– 8","3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
(15cm)","6'
– 8'
(180cm
– 240cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers","City and Courtyard,Informal and Cottage,Traditional Garden"
993,Juniperus rigida subsp. conferta 'Blue Pacific' (Shore Juniper),"6
– 9","3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
– 1'
(15cm
– 30cm)","4'
– 6'
(120cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders,Ground Covers","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
994,Juniperus rigida subsp. conferta 'Schlager' (Shore Juniper),"6
– 8","3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","10""
– 1'
(25cm
– 30cm)","3'
– 4'
(90cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers","City and Courtyard,Informal and Cottage,Traditional Garden"
995,Juniperus sabina (Savin Juniper),"4
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A2, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","5'
– 10'
(150cm
– 3m)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders,Ground Covers,Hedges and Screens","City and Courtyard,Coastal Garden,Informal and Cottage,Traditional Garden"
996,Juniperus scopulorum 'Wichita Blue' (Rocky Mountain Juniper),"3
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs, Trees",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","10'
– 15'
(3m
– 4.5m)","4'
– 6'
(120cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil, Salt",Hedges and Screens,City and Courtyard
997,Juniperus squamata 'Blue Carpet' (Flaky Juniper),"4
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","6""
– 1'
(15cm
– 30cm)","4'
– 5'
(120cm
– 150cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders,Ground Covers","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
998,Juniperus squamata 'Blue Star' (Flaky Juniper),"4
– 8","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Beds and Borders,Ground Covers","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
999,Juniperus squamata 'Dream Joy' (Flaky Juniper),"4
– 7","1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","1'
– 2'
(30cm
– 60cm)","3'
– 4'
(90cm
– 120cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil","Banks and Slopes,Beds and Borders,Ground Covers","City and Courtyard,Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Traditional Garden"
1000,Juniperus virginiana 'Grey Owl' (Eastern Red Cedar),"2
– 9","1, 1A, 1B, 2,  2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Conifers, Shrubs",Juniperus - Junipers,Full Sun,"Spring (Early,Mid,Late)","2'
– 3'
(60cm
– 90cm)","4'
– 6'
(120cm
– 180cm)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Fragrant, Plant of Merit, Showy, Evergreen","Deer, Drought, Dry Soil, Rocky Soil",,"City and Courtyard,Informal and Cottage,Traditional Garden"
1001,Justicia aurea (Yellow Jacobinia),"9
– 11",,Shrubs,Justicia,Partial Sun,"Spring (Early,Mid,Late)","4'
– 8'
(120cm
– 240cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen",,Patio and Containers,Mediterranean Garden
1002,Justicia brandegeeana (Shrimp Plant),"9
– 11","12, 13, 15, 16, 17, 21, 22, 23, 24, H1, H2",Shrubs,Justicia,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen",,Patio and Containers,Mediterranean Garden
1003,Justicia californica (Chuparosa),"8
– 10","10, 11, 12, 13, 14, 18, 19, 20,  21, 22, 23, 24",Shrubs,Justicia,Full Sun,"Spring (Early,Mid,Late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Semi-Evergreen","Drought, Dry Soil, Rocky Soil","Beds and Borders,Hedges and Screens,Rain Gardens",Mediterranean Garden
1004,Justicia carnea (Brazilian Plume),"8
– 11","8, 9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2",Shrubs,Justicia,"Partial Sun, Shade","Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","2'
– 3'
(60cm
– 90cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen",,Patio and Containers,Mediterranean Garden
1005,Justicia rizzinii (Firecracker Flower),"10
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22,  23, 24, H1, H2",Shrubs,Justicia,Partial Sun,"Spring (Early,Mid,Late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen",,Patio and Containers,Mediterranean Garden
1006,Kalmia angustifolia (Sheep Laurel),"5
– 8",,Shrubs,,Partial Sun,"Summer (Early,Mid)","1'
– 3'
(30cm
– 90cm)","4'
– 6'
(120cm
– 180cm)","Low, Average","Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen",Dry Soil,"Beds and Borders,Underplanting Roses and Shrubs","Gravel and Rock Garden,Informal and Cottage"
1007,Kalmia angustifolia f. rubra (Red Sheep Laurel),"5
– 8",,Shrubs,,Partial Sun,"Summer (Early,Mid)","1'
– 3'
(30cm
– 90cm)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy, Evergreen",,,Informal and Cottage
1008,Kalmia buxifolia (Sand Myrtle),"6
– 8",,Shrubs,,"Partial Sun, Shade",Spring (Late),"6""
– 3'
(15cm
– 90cm)","1'
– 5'
(30cm
– 150cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy, Evergreen",,"Beds and Borders,Patio and Containers,Underplanting Roses and Shrubs","City and Courtyard,Gravel and Rock Garden,Informal and Cottage"
1009,Kalmia latifolia (Mountain Laurel),"4
– 9","2, 3,  4, 5, 6, 7, 16, 17",Shrubs,,Partial Sun,Spring (Late),"5'
– 15'
(150cm
– 4.5m)","5'
– 15'
(150cm
– 4.5m)","Low, Average","Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy, Evergreen","Deer, Rabbit, Dry Soil, Rocky Soil",Beds and Borders,"Informal and Cottage,Prairie and Meadow,Traditional Garden"
1010,Kerria japonica 'Pleniflora' (Japanese Kerria),"4
– 9","2A, 2B, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23",Shrubs,,"Full Sun, Partial Sun, Shade","Spring (Mid,Late)","8'
– 10'
(240cm
– 3m)","8'
– 10'
(240cm
– 3m)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained,  Well-Drained","Cut Flowers, Plant of Merit, Showy","Deer, Dry Soil, Wet Soil","Beds and Borders,Hedges and Screens","City and Courtyard,Informal and Cottage,Prairie and Meadow"
1011,Kolkwitzia amabilis (Beauty Bush),"4
– 8","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20",Shrubs,,"Full Sun, Partial Sun","Spring (Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"Clay Soil, Deer","Beds and Borders,Hedges and Screens",Informal and Cottage
1012,Kosteletzkya virginica (Seashore Mallow),"6
– 10",,"Perennials, Shrubs",,Full Sun,"Summer (Early,Mid,Late)","3'
– 5'
(90cm
– 150cm)","2'
– 3'
(60cm
– 90cm)","Average, High","Clay, Loam","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive",Showy,Wet Soil,"Ponds and Streams,Water Gardens",Coastal Garden
1013,Krascheninnikovia lanata (Winterfat),"3
– 8","1, 2, 3, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20, 21, 22, 23, 24",Shrubs,,Full Sun,"Spring (Early,Mid,Late)","1'
– 3'
(30cm
– 90cm)","1'
– 3'
(30cm
– 90cm)",Low,"Chalk, Clay, Loam, Sand","Alkaline, Neutral",Well-Drained,"Showy, Evergreen",Drought,Beds and Borders,"Gravel and Rock Garden,Informal and Cottage"
1014,Laburnum x watereri 'Vossii' (Golden Chain Tree),"6
– 8","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17","Shrubs, Trees",,"Full Sun, Partial Sun",Spring (Late),"15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Plant of Merit, Showy",,"Arbors, Pergolas, Trellises,Wall-Side Borders",Informal and Cottage
1015,Lagerstroemia 'Coral Magic' (Crape Myrtle),"7
– 9","7, 8, 9, 10, 12, 13, 14, 15, 18, 19, 20, 21, H1, H2",Shrubs,Lagerstroemia - Crape Myrtles,Full Sun,"Summer (Early,Late)","8'
– 10'
(240cm
– 3m)","6'
– 8'
(180cm
– 240cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"Clay Soil, Deer, Drought","Beds and Borders,Hedges and Screens","Informal and Cottage,Mediterranean Garden"
1016,Lagerstroemia 'Ebony Flame' (Crape Myrtle),"7
– 10","7, 8, 9, 10, 12, 13, 14, 15, 18, 19, 20, 21, H1, H2","Shrubs, Trees",Lagerstroemia - Crape Myrtles,Full Sun,"Summer (Early,Mid,Late)","10'
– 12'
(3m
– 3.6m)","7'
– 8'
(210cm
– 240cm)",Average,"Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"Clay Soil, Deer, Drought","Beds and Borders,Hedges and Screens,Small Gardens","Informal and Cottage,Mediterranean Garden"
1017,Lagerstroemia 'Lipan' (Crape Myrtle),"6
– 9","7, 8, 9, 10, 12, 13, 14, 15, 18, 19, 20, 21, H1, H2","Shrubs, Trees",Lagerstroemia - Crape Myrtles,Full Sun,"Summer (Early,Mid,Late)","8'
– 15'
(240cm
– 4.5m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy","Clay Soil, Deer, Drought","Beds and Borders,Hedges and Screens","Informal and Cottage,Mediterranean Garden"
1018,Lagerstroemia 'Plum Magic' (Crape Myrtle),"7
– 9","7, 8, 9, 10, 12, 13, 14, 15, 18, 19,  20, 21, H1, H2","Shrubs, Trees",Lagerstroemia - Crape Myrtles,Full Sun,"Summer (Early,Late)","12'
– 14'
(3.6m
– 4.3m)","8'
– 10'
(240cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"Clay Soil, Deer, Drought",Beds and Borders,"Informal and Cottage,Mediterranean Garden"
1019,Lagerstroemia 'Purple Magic' (Crape Myrtle),"6
– 9","7, 8, 9,  10, 12, 13, 14, 15, 18, 19, 20, 21, H1, H2",Shrubs,Lagerstroemia - Crape Myrtles,Full Sun,"Summer (Early,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"Clay Soil, Deer, Drought","Beds and Borders,Hedges and Screens","Informal and Cottage,Mediterranean Garden"
