Unnamed: 0,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
1088,lavandula x intermedia grosso lavender,"5
– 8","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",beds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,5,8
1089,lavandula x intermedia hidcote giant lavender,"5
– 8","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, plant of merit, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,3,4,90,120,5,8
1090,lavandula x intermedia impress purple lavender,"6
– 8","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,3,4,90,120,6,8
1091,lavandula x intermedia phenomenal lavender,"5
– 9","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",beds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,5,9
1092,lavandula x intermedia provence lavender,"5
– 8","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedginghedges and screenspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,5,8
1093,lavandula x intermedia seal lavender,"5
– 8","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","herbs, shrubs",lavandula - lavender,full sun,"summer (mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
 – 90cm)",low,"chalk, loam, sand",,well-drained,"dried arrangements, cut flowers, fragrant, showy, evergreen","deer, drought, rabbit, dry soil, rocky soil",banks and slopesbeds and bordersedgingpatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,3,60,90,2,3,60,90,5,8
1094,lavatera maritima tree mallow,"6
– 8","6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,lavatera - tree mallows,full sun,"summer (early,mid,late)","6'
– 8'
(180cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",low,"chalk, loam, sand",,well-drained,"plant of merit, showy, semi-evergreen",drought,banks and slopesbeds and borderspatio and containerswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,6,8,180,240,4,6,120,180,6,8
1095,lavatera x clementii rosea tree mallow,"7
– 9","2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,lavatera - tree mallows,full sun,"summer (early,mid,late)","4'
– 8'
(120cm
– 240cm)","4'
– 8'
(120cm
– 240cm)",low,"chalk, loam, sand",,well-drained,"plant of merit, showy, semi-evergreen","deer, drought, rabbit",beds and borderspatio and containerswall-side borders,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,4,8,120,240,4,8,120,240,7,9
1103,leucadendron safari sunset conebush,"9
– 11","16, 17, 20, 21, 22, 23, 24, h1",shrubs,leucadendron - conebushes,full sun,spring (early),"8'
– 10'
(240cm
– 3m)","6'
– 8'
(180cm
– 240cm)",low,"loam,  sand",,well-drained,"cut flowers, plant of merit, showy, evergreen","deer, drought",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,8,10,240,300,6,8,180,240,9,11
1104,leucadendron safari sunshine conebush,"9
– 11","16, 17, 20, 21, 22, 23, 24, h1",shrubs,leucadendron - conebushes,full sun,spring (early),"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","deer, drought",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,4,5,120,150,4,5,120,150,9,11
1105,leucadendron galpinii galpins conebush,"9
– 11","16, 17, 20, 21, 22, 23, 24, h1",shrubs,leucadendron - conebushes,full sun,"spring (early,mid,late)","6'
– 8'
(180cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and bordershedges and screenswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,6,8,180,240,4,6,120,180,9,11
1106,leucadendron salignum summer red conebush,"9
 – 11","16, 17, 20, 21, 22, 23, 24, h1",shrubs,leucadendron - conebushes,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","deer, drought",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,3,4,90,120,4,6,120,180,9,11
1107,leucadendron salignum winter red conebush,"9
– 11","16, 17, 20, 21, 22, 23, 24, h1",shrubs,leucadendron - conebushes,full sun,spring (early),"3'
– 4'
(90cm
– 120cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","deer, drought",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottagemediterranean garden,3,4,90,120,4,6,120,180,9,11
1109,leucospermum california sunshine pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","4'
– 5'
(120cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,4,5,120,150,3,5,90,150,9,11
1110,leucospermum rigoletto pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought,  salt",beds and borderspatio and containers,coastal gardenmediterranean garden,5,6,150,180,5,6,150,180,9,11
1111,leucospermum scarlet ribbon pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,spring (late),"4'
– 12'
(120cm
– 3.6m)","4'
– 8'
(120cm
– 240cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","deer, drought, salt",banks and slopesbeds and borderspatio and containers,coastal gardenmediterranean garden,4,12,120,360,4,8,120,240,9,11
1112,leucospermum veldfire pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","6'
– 8'
(180cm
– 240cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,4,6,120,180,6,8,180,240,9,11
1113,leucospermum cordifolium flame giant nodding pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,4,6,120,180,4,6,120,180,9,11
1114,leucospermum cordifolium yellow bird nodding pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","4'
– 5'
(120cm
– 150cm)","6'
– 8'
(180cm
– 240cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,4,5,120,150,6,8,180,240,9,11
1115,leucospermum cordifolium nodding pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","5'
– 8'
(150cm
– 240cm)","5'
– 8'
(150cm
– 240cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,5,8,150,240,5,8,150,240,9,11
1116,leucospermum cuneiforme wartstemmed pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,"spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,4,6,120,180,4,6,120,180,9,11
1117,leucospermum reflexum so exquisite skyrocket pincushion,"9
– 11","15, 16, 17, 21, 22, 23, 24, h1",shrubs,leucospermum - pincushions,full sun,spring (late),"6'
– 8'
(180cm
– 240cm)","5'
– 6'
(150cm
– 180cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","drought, salt",beds and borderspatio and containers,coastal gardenmediterranean garden,6,8,180,240,5,6,150,180,9,11
1121,ligustrum japonicum rotundifolium japanese privet,"7
– 10","4, 5, 6, 7, 8, 9, 10, 11, 12,  13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2",shrubs,ligustrum - privets,"full sun, partial sun","spring (early,mid,late)","3'
– 5'
(90cm
– 150cm)","2'
– 3'
(60cm
– 90cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries",drought,beds and bordershedges and screenspatio and containerssmall gardens,prairie and meadow,3,5,90,150,2,3,60,90,7,10
1123,ligustrum japonicum japanese privet,"7
– 10","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2","shrubs, trees",ligustrum - privets,"full sun, partial sun","spring (early,mid,late)","6'
– 12'
(180cm
– 3.6m)","6'
– 8'
(180cm
– 240cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries",drought,beds and bordershedges and screens,prairie and meadow,6,12,180,360,6,8,180,240,7,10
1125,ligustrum vulgare common privet,"5
– 8","2, 2a, 2b, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1",shrubs,ligustrum - privets,"full sun, partial sun","summer (early,mid,late)","10'
– 15'
(3m
– 4.5m)","8'
– 15'
(240cm
– 4.5m)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, semi-evergreen, fruit & berries",drought,hedges and screens,prairie and meadow,10,15,300,450,8,15,240,450,5,8
1126,ligustrum x vicaryi golden ticket vicary privet,"5
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2",shrubs,ligustrum - privets,"full sun, partial sun","spring (mid,late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, fruit & berries",deer,beds and bordershedges and screenspatio and containerssmall gardens,prairie and meadow,4,6,120,180,4,6,120,180,5,8
1127,limonium californicum california sea lavender,"8
– 10","5, 15, 16, 17, 21, 22, 23, 24","perennials, shrubs",limonium - sea lavender,full sun,"summer (mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","average, high","loam, sand",,moist but well-drained,"dried arrangements, cut flowers, showy, evergreen",salt,beds and bordersbog gardensponds and streams,coastal gardenmediterranean garden,1,2,30,60,1,2,30,60,8,10
1128,limonium perezii sea lavender,"10
– 11","13, 15, 16, 17, 20, 21, 22, 23, 24","perennials, shrubs",limonium - sea lavender,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,"loam, sand",,well-drained,"cut flowers, showy, evergreen","deer, drought, dry soil, salt",beds and borderspatio and containers,coastal gardengravel and rock gardenmediterranean garden,2,3,60,90,2,3,60,90,10,11
1130,lithodora crystal blue gromwell,"6
– 9","5, 6, 7, 14, 15, 16, 17",shrubs,lithodora - gromwells,"full sun, partial sun","spring (mid,late)","4""
– 6""
(10cm
– 15cm)","2'
– 3'
(60cm
– 90cm)",average,"loam, sand",,well-drained,"showy, evergreen","deer, drought",banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,4,6,10,15,2,3,60,90,6,9
1131,lithodora diffusa gold n sapphires gromwell,"5
– 7","5, 6, 7, 14, 15, 16, 17",shrubs,lithodora - gromwells,"full sun, partial sun","spring (mid,late)","4""
(10cm)","1'
– 2'
(30cm
– 60cm)",average,"loam, sand",,well-drained,"showy, evergreen","deer, drought",banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,4,nan,10,,1,2,30,60,5,7
1132,lithodora diffusa grace ward gromwell,"6
– 8","5, 6, 7, 14, 15, 16, 17",shrubs,lithodora - gromwells,"full sun, partial sun",spring (late),"6""
– 1'
(15cm
– 30cm)","2'
– 3'
(60cm
– 90cm)",average,"loam, sand",,well-drained,"plant of merit, showy, evergreen",deer,banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,6,1,15,30,2,3,60,90,6,8
1133,lithodora diffusa white star gromwell,"6
– 9","5, 6, 7, 14, 15, 16, 17",shrubs,lithodora - gromwells,"full sun, partial sun",spring (late),"6""
– 9""
(15cm
– 22cm)","1'
– 2'
(30cm
– 60cm)",average,"loam, sand",,well-drained,"showy, evergreen",deer,banks and slopesbeds and bordersground coverspatio and containers,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,6,9,15,22,1,2,30,60,6,9
1134,lonicera mandarin honeysuckle,"4
– 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21","climbers, shrubs",lonicera - honeysuckles,"full sun, partial sun","summer (early,mid,late)","15'
– 20'
(4.5m
– 6m)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam",,moist but well-drained,"plant of merit, showy",deer,arbors pergolas trelliseswall-side borderswalls and fences,informal and cottage,15,20,450,600,4,6,120,180,4,9
1136,lonicera caerulea blue moon honeyberry,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,2,3,60,90,2,3,60,90,2,7
1137,lonicera caerulea blue velvet honeyberry,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,3,4,90,120,3,4,90,120,3,7
1138,lonicera caerulea borealis honeyberry,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,2,3,60,90,2,3,60,90,2,7
1139,lonicera caerulea tundra honeyberry,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,4,5,120,150,4,5,120,150,2,7
1140,lonicera caerulea sugar mountain balalaika honeyberry,"3
– 6","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,5,6,150,180,5,6,150,180,3,6
1141,lonicera caerulea sugar mountain blue honeyberry,"3
– 6","1, 1a,  1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,5,6,150,180,5,6,150,180,3,6
1142,lonicera caerulea sugar mountain eisbr honeyberry,"3
– 6","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, a1, a2, a3",shrubs,lonicera - honeysuckles,"full sun, partial sun","spring (early,late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,moist but well-drained,"fragrant, showy, fruit & berries","deer, drought",hedges and screens,informal and cottage,5,6,150,180,5,6,150,180,3,6
1143,lonicera fragrantissima sweetest honeysuckle,"4
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,lonicera - honeysuckles,"full sun, partial sun",spring (early),"6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, fruit & berries","clay soil, deer, drought, dry soil",beds and borderswall-side borders,city and courtyardcoastal gardeninformal and cottagetraditional garden,6,10,180,300,6,10,180,300,4,8
